date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:15:40	7536/7536	---M-Z	200	added ('OK')	font/woff	date:Sun,%2031%20Dec%202017%2015:21:26%20GMT	https://orthocare-egypt.com/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.woff?5510888	original/orthocare-egypt.com/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.woff	(from https://orthocare-egypt.com/wp-content/plugins/revslider/public/assets/css/settings.css)
21:15:41	11968/11968	---M-Z	200	added ('OK')	font/ttf	date:Sun,%2031%20Dec%202017%2015:21:26%20GMT	https://orthocare-egypt.com/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.ttf?5510888	original/orthocare-egypt.com/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.ttf	(from https://orthocare-egypt.com/wp-content/plugins/revslider/public/assets/css/settings.css)
21:15:42	13691/13691	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2031%20Dec%202017%2015:21:26%20GMT	https://orthocare-egypt.com/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.svg?5510888	original/orthocare-egypt.com/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.svg	(from https://orthocare-egypt.com/wp-content/plugins/revslider/public/assets/css/settings.css)
21:15:43	326/326	---M-Z	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202017%2015:21:26%20GMT	https://orthocare-egypt.com/wp-content/plugins/revslider/public/assets/css/openhand.cur	original/orthocare-egypt.com/wp-content/plugins/revslider/public/assets/css/openhand.html	(from https://orthocare-egypt.com/wp-content/plugins/revslider/public/assets/css/settings.css)
21:15:44	326/326	---M-Z	200	added ('OK')	text/html	date:Sun,%2031%20Dec%202017%2015:21:26%20GMT	https://orthocare-egypt.com/wp-content/plugins/revslider/public/assets/css/closedhand.cur	original/orthocare-egypt.com/wp-content/plugins/revslider/public/assets/css/closedhand.html	(from https://orthocare-egypt.com/wp-content/plugins/revslider/public/assets/css/settings.css)
21:15:45	933/933	---M--	200	added ('OK')	image/png	date:Sun,%2031%20Dec%202017%2015:21:26%20GMT	https://orthocare-egypt.com/wp-content/plugins/revslider/public/assets/assets/gridtile.png	original/orthocare-egypt.com/wp-content/plugins/revslider/public/assets/assets/gridtile.png	(from https://orthocare-egypt.com/wp-content/plugins/revslider/public/assets/css/settings.css)
21:15:46	951/951	---M--	200	added ('OK')	image/png	date:Sun,%2031%20Dec%202017%2015:21:26%20GMT	https://orthocare-egypt.com/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	original/orthocare-egypt.com/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	(from https://orthocare-egypt.com/wp-content/plugins/revslider/public/assets/css/settings.css)
21:15:47	938/938	---M--	200	added ('OK')	image/png	date:Sun,%2031%20Dec%202017%2015:21:26%20GMT	https://orthocare-egypt.com/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	original/orthocare-egypt.com/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	(from https://orthocare-egypt.com/wp-content/plugins/revslider/public/assets/css/settings.css)
21:15:48	935/935	---M--	200	added ('OK')	image/png	date:Sun,%2031%20Dec%202017%2015:21:26%20GMT	https://orthocare-egypt.com/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	original/orthocare-egypt.com/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	(from https://orthocare-egypt.com/wp-content/plugins/revslider/public/assets/css/settings.css)
21:15:49	184/184	---M--	200	added ('OK')	image/png	date:Sun,%2031%20Dec%202017%2015:21:26%20GMT	https://orthocare-egypt.com/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	original/orthocare-egypt.com/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	(from https://orthocare-egypt.com/wp-content/plugins/revslider/public/assets/css/settings.css)
21:15:50	2545/2545	---M--	200	added ('OK')	image/gif	date:Sun,%2031%20Dec%202017%2015:21:26%20GMT	https://orthocare-egypt.com/wp-content/plugins/revslider/public/assets/assets/loader.gif	original/orthocare-egypt.com/wp-content/plugins/revslider/public/assets/assets/loader.gif	(from https://orthocare-egypt.com/wp-content/plugins/revslider/public/assets/css/settings.css)
21:15:51	3663/3663	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Jan%202018%2016:55:23%20GMT	https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/images/thumb_icon.png	original/orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/images/thumb_icon.png	(from https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/catalogue-style.css)
21:15:52	2933/2933	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Jan%202018%2016:55:23%20GMT	https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/images/thumb_icon-black.png	original/orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/images/thumb_icon-black.png	(from https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/catalogue-style.css)
21:15:53	2969/2969	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Jan%202018%2016:55:23%20GMT	https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/images/thumb_icon-grey.png	original/orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/images/thumb_icon-grey.png	(from https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/catalogue-style.css)
21:15:54	3654/3654	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Jan%202018%2016:55:23%20GMT	https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/images/list_icon.png	original/orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/images/list_icon.png	(from https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/catalogue-style.css)
21:15:55	2929/2929	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Jan%202018%2016:55:23%20GMT	https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/images/list_icon-black.png	original/orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/images/list_icon-black.png	(from https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/catalogue-style.css)
21:15:56	3001/3001	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Jan%202018%2016:55:23%20GMT	https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/images/list_icon-grey.png	original/orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/images/list_icon-grey.png	(from https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/catalogue-style.css)
21:15:57	3671/3671	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Jan%202018%2016:55:23%20GMT	https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/images/details_tab_icon.png	original/orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/images/details_tab_icon.png	(from https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/catalogue-style.css)
21:15:58	2939/2939	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Jan%202018%2016:55:23%20GMT	https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/images/details_tab_icon-black.png	original/orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/images/details_tab_icon-black.png	(from https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/catalogue-style.css)
21:15:59	2997/2997	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Jan%202018%2016:55:23%20GMT	https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/images/details_tab_icon-grey.png	original/orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/images/details_tab_icon-grey.png	(from https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/catalogue-style.css)
21:16:00	4703/4703	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Jan%202018%2016:55:23%20GMT	https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/images/details_icon.png	original/orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/images/details_icon.png	(from https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/catalogue-style.css)
21:16:01	5560/5560	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2008%20Jan%202018%2016:55:23%20GMT	https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/fonts/ewd-details.eot	original/orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/fonts/ewd-details.eot	(from https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/catalogue-style.css)
21:16:02	2176/2176	---M-Z	200	added ('OK')	font/woff2	date:Mon,%2008%20Jan%202018%2016:55:23%20GMT	https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/fonts/ewd-details.woff2	original/orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/fonts/ewd-details.woff2	(from https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/catalogue-style.css)
21:16:03	2972/2972	---M-Z	200	added ('OK')	font/woff	date:Mon,%2008%20Jan%202018%2016:55:23%20GMT	https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/fonts/ewd-details.woff	original/orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/fonts/ewd-details.woff	(from https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/catalogue-style.css)
21:16:05	5380/5380	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2008%20Jan%202018%2016:55:23%20GMT	https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/fonts/ewd-details.ttf	original/orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/fonts/ewd-details.ttf	(from https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/catalogue-style.css)
21:16:06	10915/10915	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2008%20Jan%202018%2016:55:23%20GMT	https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/fonts/ewd-details.svg	original/orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/fonts/ewd-details.svg	(from https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/catalogue-style.css)
21:16:07	74619/74619	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2003%20Jan%202019%2019:16:06%20GMT	https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/images/animated-overlay.gif	original/orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/images/animated-overlay.gif	(from https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/upcp-jquery-ui.css)
21:16:08	74619/74619	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2003%20Jan%202019%2019:16:08%20GMT	https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/images/ui-bg_highlight-soft_100_eeeeee_1x100.png	original/orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/images/ui-bg_highlight-soft_100_eeeeee_1x100.png	(from https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/upcp-jquery-ui.css)
21:16:10	74619/74619	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2003%20Jan%202019%2019:16:09%20GMT	https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/images/ui-bg_gloss-wave_35_f6a828_500x100.png	original/orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/images/ui-bg_gloss-wave_35_f6a828_500x100.png	(from https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/upcp-jquery-ui.css)
21:16:13	74619/74619	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2003%20Jan%202019%2019:16:11%20GMT	https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/images/ui-bg_glass_100_f6f6f6_1x400.png	original/orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/images/ui-bg_glass_100_f6f6f6_1x400.png	(from https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/upcp-jquery-ui.css)
21:16:14	74619/74619	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2003%20Jan%202019%2019:16:13%20GMT	https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/images/ui-bg_glass_100_fdf5ce_1x400.png	original/orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/images/ui-bg_glass_100_fdf5ce_1x400.png	(from https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/upcp-jquery-ui.css)
21:16:15	74619/74619	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2003%20Jan%202019%2019:16:15%20GMT	https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/images/ui-bg_glass_65_ffffff_1x400.png	original/orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/images/ui-bg_glass_65_ffffff_1x400.png	(from https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/upcp-jquery-ui.css)
21:16:16	74619/74619	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2003%20Jan%202019%2019:16:16%20GMT	https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/images/ui-bg_highlight-soft_75_ffe45c_1x100.png	original/orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/images/ui-bg_highlight-soft_75_ffe45c_1x100.png	(from https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/upcp-jquery-ui.css)
21:16:18	74619/74619	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2003%20Jan%202019%2019:16:17%20GMT	https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/images/ui-bg_diagonals-thick_18_b81900_40x40.png	original/orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/images/ui-bg_diagonals-thick_18_b81900_40x40.png	(from https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/upcp-jquery-ui.css)
21:16:19	74619/74619	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2003%20Jan%202019%2019:16:18%20GMT	https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/images/ui-icons_222222_256x240.png	original/orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/images/ui-icons_222222_256x240.png	(from https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/upcp-jquery-ui.css)
21:16:20	74619/74619	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2003%20Jan%202019%2019:16:20%20GMT	https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/images/ui-icons_ffffff_256x240.png	original/orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/images/ui-icons_ffffff_256x240.png	(from https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/upcp-jquery-ui.css)
21:16:21	74619/74619	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2003%20Jan%202019%2019:16:21%20GMT	https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/images/ui-icons_ef8c08_256x240.png	original/orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/images/ui-icons_ef8c08_256x240.png	(from https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/upcp-jquery-ui.css)
21:16:23	74619/74619	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2003%20Jan%202019%2019:16:22%20GMT	https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/images/ui-icons_228ef1_256x240.png	original/orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/images/ui-icons_228ef1_256x240.png	(from https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/upcp-jquery-ui.css)
21:16:24	74619/74619	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2003%20Jan%202019%2019:16:24%20GMT	https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/images/ui-icons_ffd27a_256x240.png	original/orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/images/ui-icons_ffd27a_256x240.png	(from https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/upcp-jquery-ui.css)
21:16:26	74619/74619	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2003%20Jan%202019%2019:16:25%20GMT	https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/images/ui-bg_diagonals-thick_20_666666_40x40.png	original/orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/images/ui-bg_diagonals-thick_20_666666_40x40.png	(from https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/upcp-jquery-ui.css)
21:16:27	74619/74619	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2003%20Jan%202019%2019:16:27%20GMT	https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/images/ui-bg_flat_10_000000_40x100.png	original/orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/images/ui-bg_flat_10_000000_40x100.png	(from https://orthocare-egypt.com/wp-content/plugins/ultimate-product-catalogue/css/upcp-jquery-ui.css)
21:16:27	108/108	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Nov%202017%2013:46:12%20GMT	https://orthocare-egypt.com/wp-content/themes/betheme/images/box_shadow_button.png	original/orthocare-egypt.com/wp-content/themes/betheme/images/box_shadow_button.png	(from https://orthocare-egypt.com/wp-content/themes/betheme/css/base.css)
21:16:30	124476/124476	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2023%20Nov%202017%2013:46:12%20GMT	https://orthocare-egypt.com/wp-content/themes/betheme/fonts/mfn-icons.eot?23391439	original/orthocare-egypt.com/wp-content/themes/betheme/fonts/mfn-icons2e38.eot	(from https://orthocare-egypt.com/wp-content/themes/betheme/css/base.css)
21:16:32	80636/80636	---MCZ	200	added ('OK')	font/woff	date:Thu,%2023%20Nov%202017%2013:46:12%20GMT	https://orthocare-egypt.com/wp-content/themes/betheme/fonts/mfn-icons.woff?23391439	original/orthocare-egypt.com/wp-content/themes/betheme/fonts/mfn-icons2e38.woff	(from https://orthocare-egypt.com/wp-content/themes/betheme/css/base.css)
21:16:33	124304/124304	---MCZ	200	added ('OK')	font/ttf	date:Thu,%2023%20Nov%202017%2013:46:12%20GMT	https://orthocare-egypt.com/wp-content/themes/betheme/fonts/mfn-icons.ttf?23391439	original/orthocare-egypt.com/wp-content/themes/betheme/fonts/mfn-icons2e38.ttf	(from https://orthocare-egypt.com/wp-content/themes/betheme/css/base.css)
21:16:33	241/241	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Nov%202017%2013:46:12%20GMT	https://orthocare-egypt.com/wp-content/themes/betheme/images/contact_form_error.png	original/orthocare-egypt.com/wp-content/themes/betheme/images/contact_form_error.png	(from https://orthocare-egypt.com/wp-content/themes/betheme/css/base.css)
21:16:34	1077/1077	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Nov%202017%2013:46:12%20GMT	https://orthocare-egypt.com/wp-content/themes/betheme/images/bg_panel.png	original/orthocare-egypt.com/wp-content/themes/betheme/images/bg_panel.png	(from https://orthocare-egypt.com/wp-content/themes/betheme/css/base.css)
21:16:35	184060/184060	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2023%20Nov%202017%2013:46:12%20GMT	https://orthocare-egypt.com/wp-content/themes/betheme/fonts/mfn-icons.svg?23391439	original/orthocare-egypt.com/wp-content/themes/betheme/fonts/mfn-icons2e38.svg	(from https://orthocare-egypt.com/wp-content/themes/betheme/css/base.css)
21:16:35	972/972	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Nov%202017%2013:46:12%20GMT	https://orthocare-egypt.com/wp-content/themes/betheme/images/stripes/stripes_5_b.png	original/orthocare-egypt.com/wp-content/themes/betheme/images/stripes/stripes_5_b.png	(from https://orthocare-egypt.com/wp-content/themes/betheme/css/base.css)
21:16:36	117/117	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Nov%202017%2013:46:12%20GMT	https://orthocare-egypt.com/wp-content/themes/betheme/images/stripes/stripes_3_b.png	original/orthocare-egypt.com/wp-content/themes/betheme/images/stripes/stripes_3_b.png	(from https://orthocare-egypt.com/wp-content/themes/betheme/css/layout.css)
21:16:37	108/108	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Nov%202017%2013:46:12%20GMT	https://orthocare-egypt.com/wp-content/themes/betheme/images/box_shadow.png	original/orthocare-egypt.com/wp-content/themes/betheme/images/box_shadow.png	(from https://orthocare-egypt.com/wp-content/themes/betheme/css/layout.css)
21:16:38	404/404	---M--	200	added ('OK')	image/gif	date:Thu,%2023%20Nov%202017%2013:46:12%20GMT	https://orthocare-egypt.com/wp-content/themes/betheme/images/preloader.gif	original/orthocare-egypt.com/wp-content/themes/betheme/images/preloader.gif	(from https://orthocare-egypt.com/wp-content/themes/betheme/css/layout.css)
21:16:39	1541/1541	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Nov%202017%2013:46:12%20GMT	https://orthocare-egypt.com/wp-content/themes/betheme/images/blockquote.png	original/orthocare-egypt.com/wp-content/themes/betheme/images/blockquote.png	(from https://orthocare-egypt.com/wp-content/themes/betheme/css/layout.css)
21:16:40	1486/1486	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Nov%202017%2013:46:12%20GMT	https://orthocare-egypt.com/wp-content/themes/betheme/images/link.png	original/orthocare-egypt.com/wp-content/themes/betheme/images/link.png	(from https://orthocare-egypt.com/wp-content/themes/betheme/css/layout.css)
21:16:41	115/115	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Nov%202017%2013:46:12%20GMT	https://orthocare-egypt.com/wp-content/themes/betheme/images/top_bar_right_shadow.png	original/orthocare-egypt.com/wp-content/themes/betheme/images/top_bar_right_shadow.png	(from https://orthocare-egypt.com/wp-content/themes/betheme/css/layout.css)
21:16:42	241/241	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Nov%202017%2013:46:12%20GMT	https://orthocare-egypt.com/wp-content/themes/betheme/images/blog_masonry_tile_gradient.png	original/orthocare-egypt.com/wp-content/themes/betheme/images/blog_masonry_tile_gradient.png	(from https://orthocare-egypt.com/wp-content/themes/betheme/css/layout.css)
21:16:44	2338/2338	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Nov%202017%2013:46:12%20GMT	https://orthocare-egypt.com/wp-content/themes/betheme/images/timeline_right.png	original/orthocare-egypt.com/wp-content/themes/betheme/images/timeline_right.png	(from https://orthocare-egypt.com/wp-content/themes/betheme/css/layout.css)
21:16:44	1359/1359	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Nov%202017%2013:46:12%20GMT	https://orthocare-egypt.com/wp-content/themes/betheme/images/photo.png	original/orthocare-egypt.com/wp-content/themes/betheme/images/photo.png	(from https://orthocare-egypt.com/wp-content/themes/betheme/css/layout.css)
21:16:45	260/260	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Nov%202017%2013:46:12%20GMT	https://orthocare-egypt.com/wp-content/themes/betheme/images/recent_comments.png	original/orthocare-egypt.com/wp-content/themes/betheme/images/recent_comments.png	(from https://orthocare-egypt.com/wp-content/themes/betheme/css/layout.css)
21:16:46	982/982	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Nov%202017%2013:46:12%20GMT	https://orthocare-egypt.com/wp-content/themes/betheme/images/stripes/stripes_10_w.png	original/orthocare-egypt.com/wp-content/themes/betheme/images/stripes/stripes_10_w.png	(from https://orthocare-egypt.com/wp-content/themes/betheme/css/layout.css)
21:16:47	966/966	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Nov%202017%2013:46:12%20GMT	https://orthocare-egypt.com/wp-content/themes/betheme/images/videomask.png	original/orthocare-egypt.com/wp-content/themes/betheme/images/videomask.png	(from https://orthocare-egypt.com/wp-content/themes/betheme/css/layout.css)
21:16:48	259/259	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Nov%202017%2013:46:12%20GMT	https://orthocare-egypt.com/wp-content/themes/betheme/images/fancy_heading_hr_dark.png	original/orthocare-egypt.com/wp-content/themes/betheme/images/fancy_heading_hr_dark.png	(from https://orthocare-egypt.com/wp-content/themes/betheme/css/layout.css)
21:16:49	1160/1160	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Nov%202017%2013:46:12%20GMT	https://orthocare-egypt.com/wp-content/themes/betheme/images/stripes/textline.png	original/orthocare-egypt.com/wp-content/themes/betheme/images/stripes/textline.png	(from https://orthocare-egypt.com/wp-content/themes/betheme/css/shortcodes.css)
21:16:50	1187/1187	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Nov%202017%2013:46:12%20GMT	https://orthocare-egypt.com/wp-content/themes/betheme/images/icons/list_check.png	original/orthocare-egypt.com/wp-content/themes/betheme/images/icons/list_check.png	(from https://orthocare-egypt.com/wp-content/themes/betheme/css/shortcodes.css)
21:16:51	1149/1149	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Nov%202017%2013:46:12%20GMT	https://orthocare-egypt.com/wp-content/themes/betheme/images/icons/list_star.png	original/orthocare-egypt.com/wp-content/themes/betheme/images/icons/list_star.png	(from https://orthocare-egypt.com/wp-content/themes/betheme/css/shortcodes.css)
21:16:56	1213/1213	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Nov%202017%2013:46:12%20GMT	https://orthocare-egypt.com/wp-content/themes/betheme/images/icons/list_idea.png	original/orthocare-egypt.com/wp-content/themes/betheme/images/icons/list_idea.png	(from https://orthocare-egypt.com/wp-content/themes/betheme/css/shortcodes.css)
21:16:57	973/973	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Nov%202017%2013:46:12%20GMT	https://orthocare-egypt.com/wp-content/themes/betheme/images/stripes/stripes_10_b.png	original/orthocare-egypt.com/wp-content/themes/betheme/images/stripes/stripes_10_b.png	(from https://orthocare-egypt.com/wp-content/themes/betheme/css/shortcodes.css)
21:16:57	1018/1018	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Nov%202017%2013:46:12%20GMT	https://orthocare-egypt.com/wp-content/themes/betheme/images/progressbar.png	original/orthocare-egypt.com/wp-content/themes/betheme/images/progressbar.png	(from https://orthocare-egypt.com/wp-content/themes/betheme/css/shortcodes.css)
21:16:58	956/956	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Nov%202017%2013:46:12%20GMT	https://orthocare-egypt.com/wp-content/themes/betheme/images/timeline_top.png	original/orthocare-egypt.com/wp-content/themes/betheme/images/timeline_top.png	(from https://orthocare-egypt.com/wp-content/themes/betheme/css/shortcodes.css)
21:16:59	2338/2338	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Nov%202017%2013:46:12%20GMT	https://orthocare-egypt.com/wp-content/themes/betheme/images/timeline_left.png	original/orthocare-egypt.com/wp-content/themes/betheme/images/timeline_left.png	(from https://orthocare-egypt.com/wp-content/themes/betheme/css/shortcodes.css)
21:17:00	1151/1151	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Nov%202017%2013:46:12%20GMT	https://orthocare-egypt.com/wp-content/themes/betheme/images/fancy_heading_hr.png	original/orthocare-egypt.com/wp-content/themes/betheme/images/fancy_heading_hr.png	(from https://orthocare-egypt.com/wp-content/themes/betheme/css/shortcodes.css)
